Gender,Age,Height(cm),Weight(kg),Body_Fat(%),Fitness_Level,Weekly_Training,Training_Type,Supplement,Supplement_Type,Usage_Period(weeks),Usage_Frequency(times/week),Diet_Type,Weight_Change(kg),Body_Fat_Change(%),Performance_Improvement(%),Satisfaction(1-10)
Female,Under_25,170-180,62,20,Beginner,3-5_times,Strength_Training,Whey_Protein,Hydrolyzed,3,7,Regular,3.2,-1.2,4.7,10
Male,Under_25,180-190,87,19,Intermediate,Less_than_3,Strength_Training,BCAA,Whey_Based,7,5,Regular,0.2,-0.2,3.3,8.8
Male,25-35,160-170,67,15,Advanced,3-5_times,Flexibility,Pre_Workout,Caffeine_Free,4,5,High_Protein,0.3,0,7.3,10
Female,Under_25,170-180,65,25,Beginner,Less_than_3,Strength_Training,Whey_Protein,Isolate,3,3,Regular,2.6,-0.9,2.9,10
Female,Under_25,150-160,52,22,Intermediate,Less_than_3,HIIT,Pre_Workout,Regular,5,4,High_Protein,0,-0.3,10.8,10
Male,Under_25,170-180,83,13,Intermediate,3-5_times,Strength_Training,Creatine,HCL,5,2,Low_Carb,3.9,0,13.6,10
Female,25-35,180-190,74,26,Beginner,More_than_5,Endurance,BCAA,Whey_Based,4,4,Vegan,-0.5,-0.4,3.7,7.9
Female,25-35,170-180,68,30,Intermediate,3-5_times,Strength_Training,Multivitamin,Standard,6,7,High_Protein,0.5,0,3.8,7.3
Female,25-35,170-180,80,28,Beginner,3-5_times,Endurance,Energy_Drink,Sugar_Free,7,1,Regular,-0.5,-0.2,1.1,7.5
Male,25-35,170-180,73,21,Beginner,Less_than_3,Flexibility,Fish_Oil,Deep_Sea,6,3,Regular,0.1,-0.3,0.3,7.7
Male,Under_25,170-180,73,17,Beginner,Less_than_3,HIIT,Creatine,Monohydrate,4,1,Low_Carb,0.2,-0.2,5.3,10
Female,Under_25,170-180,71,28,Beginner,3-5_times,Strength_Training,Energy_Drink,Sugar_Free,4,4,Regular,-0.1,0,3.8,8.7
Male,Over_35,170-180,69,23,Intermediate,3-5_times,Strength_Training,Pre_Workout,Regular,4,4,Regular,0.3,0.1,10.9,10
Male,Under_25,170-180,78,22,Intermediate,3-5_times,HIIT,BCAA,Vegan,5,7,High_Protein,-0.3,-0.6,6.5,8.6
Male,Under_25,180-190,90,19,Intermediate,3-5_times,Endurance,BCAA,Whey_Based,3,5,Low_Carb,-0.3,-0.5,4.4,7.8
Male,Under_25,180-190,87,23,Beginner,More_than_5,HIIT,Whey_Protein,Concentrate,8,1,Low_Carb,1,-1.5,4.3,10
Male,Under_25,160-170,71,17,Advanced,More_than_5,Strength_Training,Creatine,HCL,8,7,Regular,10.7,0.1,21.3,10
Male,25-35,150-160,49,15,Beginner,More_than_5,Flexibility,BCAA,Whey_Based,7,5,Regular,0.6,-0.2,2,7.8
Male,25-35,170-180,72,27,Beginner,3-5_times,Strength_Training,Whey_Protein,Concentrate,5,5,Regular,3.3,-0.8,4.4,10
Male,25-35,160-170,68,17,Intermediate,Less_than_3,Strength_Training,Creatine,Monohydrate,4,5,Regular,4.4,0.1,9.8,10
Male,25-35,170-180,60,23,Intermediate,More_than_5,Strength_Training,BCAA,Vegan,6,6,High_Protein,0.7,-0.5,7.1,10
Female,Under_25,170-180,72,26,Advanced,3-5_times,Strength_Training,Creatine,Monohydrate,3,7,Regular,7.8,0.1,16.3,10
Male,Under_25,180-190,90,15,Intermediate,Less_than_3,HIIT,Creatine,Monohydrate,8,4,High_Protein,1.8,-0.2,8.6,10
Male,Under_25,170-180,80,22,Intermediate,3-5_times,Strength_Training,Whey_Protein,Hydrolyzed,8,5,Low_Carb,3.4,-1.1,7.3,10
Male,Over_35,170-180,82,18,Intermediate,More_than_5,Endurance,BCAA,Whey_Based,8,6,High_Protein,-0.1,-0.6,7.4,9.5
Male,Under_25,160-170,51,18,Beginner,Less_than_3,Strength_Training,BCAA,Whey_Based,8,6,High_Protein,0,-0.2,3,8.2
Male,25-35,160-170,62,21,Intermediate,More_than_5,Strength_Training,Creatine,Monohydrate,6,2,Regular,8.3,0.1,14.5,10
Male,25-35,150-160,46,19,Beginner,3-5_times,Strength_Training,Energy_Drink,Sugar,7,5,Low_Carb,0.3,0,4.1,7.5
Male,Under_25,180-190,84,12,Intermediate,3-5_times,Strength_Training,Multivitamin,Sport_Enhanced,4,1,Low_Carb,0.4,0,3.4,7.2
Female,25-35,170-180,73,21,Beginner,More_than_5,HIIT,Whey_Protein,Concentrate,8,6,Low_Carb,0.7,-1.3,6.1,10
Male,Under_25,170-180,67,14,Advanced,Less_than_3,HIIT,Creatine,Monohydrate,8,7,Regular,2.1,-0.3,9,10
Male,25-35,170-180,73,22,Intermediate,More_than_5,Flexibility,Whey_Protein,Hydrolyzed,6,2,Low_Carb,2.5,-0.9,3.2,9.9
Male,Under_25,160-170,64,17,Intermediate,3-5_times,Strength_Training,Whey_Protein,Concentrate,5,6,Regular,5.2,-1.8,7.5,10
Male,Under_25,160-170,57,19,Beginner,More_than_5,Endurance,Multivitamin,Standard,7,6,Regular,-0.2,-0.3,2.7,7.2
Female,25-35,180-190,77,26,Advanced,More_than_5,Strength_Training,BCAA,Whey_Based,4,1,Regular,1,-0.6,8.6,9.1
Female,Under_25,170-180,73,26,Intermediate,3-5_times,Strength_Training,Pre_Workout,Caffeine_Free,3,3,Low_Carb,-0.1,0,12.6,10
Female,25-35,Above_190,88,28,Beginner,3-5_times,HIIT,BCAA,Whey_Based,8,1,High_Protein,-0.1,-0.2,4.5,8.3
Female,Under_25,150-160,61,18,Beginner,3-5_times,Endurance,Whey_Protein,Isolate,8,5,Regular,1.7,-0.6,4.4,9.4
Male,Under_25,160-170,55,18,Intermediate,3-5_times,HIIT,Fish_Oil,Deep_Sea,4,7,Regular,-0.3,-1.7,3.3,7.9
Female,Under_25,180-190,93,26,Beginner,More_than_5,Strength_Training,Pre_Workout,Regular,8,4,Regular,0,0,11.4,10
Male,Over_35,170-180,84,29,Intermediate,Less_than_3,HIIT,Pre_Workout,Regular,4,3,Regular,-0.3,-0.1,8.9,10
Male,Under_25,180-190,89,15,Beginner,More_than_5,HIIT,BCAA,Whey_Based,8,3,High_Protein,-0.5,-0.7,6.6,8.4
Male,Under_25,170-180,68,16,Intermediate,3-5_times,Flexibility,Creatine,HCL,5,7,Regular,2.9,0.1,2,9.9
Male,Under_25,170-180,80,19,Intermediate,3-5_times,Endurance,Whey_Protein,Concentrate,4,6,High_Protein,0.9,-1,5.8,9.6
Male,25-35,160-170,60,21,Beginner,Less_than_3,Strength_Training,Whey_Protein,Concentrate,8,6,High_Protein,2.6,-0.6,4.4,9.8
Male,Under_25,180-190,73,18,Intermediate,3-5_times,Flexibility,Creatine,Monohydrate,4,7,Regular,3.4,-0.1,5.8,10
Female,25-35,160-170,73,28,Intermediate,3-5_times,HIIT,Creatine,Monohydrate,5,3,Regular,2,-0.3,9.2,10
Male,25-35,170-180,81,18,Intermediate,3-5_times,Endurance,Whey_Protein,Hydrolyzed,3,1,High_Protein,2,-1.1,6.9,10
Female,Over_35,170-180,81,28,Beginner,Less_than_3,Strength_Training,Whey_Protein,Concentrate,3,7,High_Protein,3.4,-0.7,3.4,10
Female,25-35,170-180,70,20,Beginner,Less_than_3,Endurance,Pre_Workout,Caffeine_Free,8,3,Regular,-0.3,-0.3,6,9.9
Male,25-35,160-170,68,22,Beginner,Less_than_3,Flexibility,Creatine,Monohydrate,8,1,High_Protein,1.3,0.2,3.2,8.9
Male,25-35,160-170,73,24,Beginner,Less_than_3,HIIT,Energy_Drink,Sugar_Free,8,1,High_Protein,0.2,-0.2,3.4,8
Male,25-35,180-190,73,27,Intermediate,3-5_times,Flexibility,Whey_Protein,Concentrate,8,6,High_Protein,1.6,-0.7,3.3,8.4
Male,25-35,170-180,65,26,Beginner,More_than_5,Endurance,Pre_Workout,Regular,7,4,High_Protein,-0.3,-0.2,10.8,10
Female,25-35,180-190,79,28,Advanced,3-5_times,Strength_Training,Whey_Protein,Concentrate,5,1,High_Protein,7.4,-2,10.1,10
Male,Over_35,170-180,83,29,Beginner,3-5_times,Strength_Training,Whey_Protein,Concentrate,8,7,Low_Carb,2.5,-0.9,4.4,10
Male,Under_25,170-180,80,14,Beginner,Less_than_3,Strength_Training,Whey_Protein,Concentrate,4,1,Low_Carb,1.9,-0.7,2.3,10
Female,Under_25,180-190,78,19,Beginner,3-5_times,HIIT,Energy_Drink,Sugar_Free,8,1,High_Protein,-0.6,-0.4,4.9,9.1
Male,Over_35,150-160,58,29,Intermediate,3-5_times,Strength_Training,Whey_Protein,Concentrate,7,4,Regular,3.8,-2,5.7,10
Male,Under_25,170-180,63,23,Intermediate,Less_than_3,HIIT,Whey_Protein,Concentrate,3,5,High_Protein,1,-1.7,4.5,9.8
Male,Under_25,160-170,59,16,Beginner,3-5_times,Flexibility,Creatine,Monohydrate,5,5,Vegan,2.6,0.1,-0.1,8.1
Male,25-35,160-170,70,25,Intermediate,3-5_times,HIIT,Pre_Workout,Regular,5,2,Regular,0,-0.2,10.4,10
Male,Under_25,180-190,70,16,Intermediate,3-5_times,HIIT,Whey_Protein,Isolate,4,7,Regular,1.7,-2.1,5.7,9.8
Female,Under_25,150-160,60,29,Beginner,3-5_times,Strength_Training,Whey_Protein,Concentrate,4,7,Low_Carb,3,-0.8,4.4,10
Male,Under_25,180-190,76,13,Beginner,More_than_5,Strength_Training,Creatine,HCL,4,2,Regular,4.2,0,11,10
Female,25-35,170-180,64,23,Intermediate,Less_than_3,Strength_Training,Whey_Protein,Isolate,4,1,Low_Carb,2.2,-0.9,4.6,10
Female,Under_25,Above_190,98,27,Intermediate,Less_than_3,HIIT,Creatine,HCL,8,3,High_Protein,1.2,-0.2,8.3,10
Female,25-35,170-180,75,30,Beginner,Less_than_3,Strength_Training,Whey_Protein,Isolate,5,5,Regular,1.7,-0.7,3.6,10
Male,Under_25,180-190,81,21,Beginner,More_than_5,Strength_Training,Creatine,HCL,8,4,Regular,5.8,0,11.6,10
Female,25-35,180-190,84,23,Intermediate,Less_than_3,Endurance,L_Carnitine,Capsule,5,7,Regular,-0.1,-2.6,5.7,10
Male,Over_35,170-180,84,24,Intermediate,3-5_times,Strength_Training,BCAA,Vegan,4,7,Regular,0.7,-0.3,4.1,8.4
Male,25-35,170-180,61,26,Intermediate,More_than_5,Endurance,Creatine,HCL,6,4,Low_Carb,3.3,-0.1,11.8,10
Male,25-35,170-180,71,15,Advanced,3-5_times,Strength_Training,Creatine,HCL,6,4,High_Protein,8,0,17.2,10
Female,Under_25,180-190,90,26,Intermediate,3-5_times,HIIT,Energy_Drink,Sugar_Free,4,4,Regular,-0.5,-0.3,5.2,9.4
Male,Over_35,160-170,51,21,Beginner,3-5_times,Endurance,BCAA,Whey_Based,4,7,High_Protein,-0.4,-0.6,4.2,9.2
Male,Under_25,170-180,72,21,Beginner,More_than_5,HIIT,Creatine,Monohydrate,3,3,Low_Carb,1.3,-0.2,8.4,10
Male,Over_35,180-190,82,18,Advanced,3-5_times,Strength_Training,Pre_Workout,Caffeine_Free,4,2,Low_Carb,0.1,0,16.1,10
Male,Over_35,170-180,61,18,Beginner,3-5_times,Strength_Training,Creatine,HCL,7,6,High_Protein,4.6,0.1,10,10
Male,25-35,160-170,58,24,Advanced,3-5_times,Endurance,L_Carnitine,Capsule,3,4,High_Protein,-0.2,-5.3,10.5,10
Male,Over_35,170-180,64,28,Beginner,More_than_5,Strength_Training,Creatine,Monohydrate,3,5,Regular,4.9,0,11.9,10
Male,Under_25,170-180,61,16,Intermediate,3-5_times,HIIT,Creatine,Monohydrate,6,3,Low_Carb,1.7,0,9.4,10
Male,25-35,Above_190,86,20,Intermediate,3-5_times,Strength_Training,BCAA,Whey_Based,6,5,Regular,0.6,-0.3,5.9,8.4
Male,25-35,170-180,60,23,Advanced,Less_than_3,Endurance,BCAA,Whey_Based,5,5,High_Protein,-0.2,-0.7,4.2,8.6
Female,Over_35,170-180,77,25,Beginner,Less_than_3,Endurance,Creatine,HCL,7,7,Regular,0.6,-0.2,3.4,8.9
Female,Under_25,170-180,65,23,Intermediate,3-5_times,HIIT,Creatine,Monohydrate,8,4,Regular,1.4,-0.2,10,10
Male,25-35,170-180,83,16,Intermediate,3-5_times,HIIT,Pre_Workout,Regular,4,6,Regular,-0.2,-0.2,11.7,10
Male,25-35,180-190,76,23,Advanced,More_than_5,HIIT,Creatine,HCL,5,6,High_Protein,3.8,-0.2,17.9,10
Female,Under_25,180-190,73,28,Beginner,3-5_times,HIIT,Whey_Protein,Hydrolyzed,6,1,Regular,1.2,-1,3.4,10
Female,25-35,180-190,90,21,Intermediate,More_than_5,Strength_Training,Whey_Protein,Concentrate,4,1,Low_Carb,3.7,-1.8,8.5,10
Female,25-35,180-190,78,26,Intermediate,3-5_times,HIIT,BCAA,Whey_Based,8,6,Regular,-0.8,-0.5,5.2,8.2
Male,Under_25,170-180,60,20,Intermediate,Less_than_3,Strength_Training,Whey_Protein,Hydrolyzed,8,2,Regular,2.7,-1.1,4.3,9.8
Male,Under_25,150-160,63,20,Intermediate,3-5_times,HIIT,Multivitamin,Standard,8,6,Vegan,-0.4,-0.3,3.5,6.4
Male,Under_25,170-180,62,17,Beginner,3-5_times,Endurance,Creatine,Monohydrate,5,5,Regular,2.2,-0.3,5.8,10
Male,Under_25,180-190,76,24,Beginner,3-5_times,Strength_Training,Energy_Drink,Sugar_Free,5,4,Low_Carb,0.1,0,3.3,9
Male,Under_25,160-170,59,21,Intermediate,Less_than_3,Endurance,Whey_Protein,Concentrate,6,6,Regular,0.9,-0.7,4.3,10
Female,Under_25,180-190,93,18,Beginner,Less_than_3,HIIT,Creatine,Monohydrate,3,6,Regular,0.7,-0.3,5.9,10
Male,Over_35,170-180,69,19,Intermediate,More_than_5,Strength_Training,Creatine,Monohydrate,7,1,Low_Carb,5,0,14,10
Male,Under_25,150-160,50,18,Beginner,3-5_times,Strength_Training,BCAA,Vegan,4,7,High_Protein,0.7,-0.2,3,8.2
Female,Under_25,160-170,70,26,Beginner,3-5_times,HIIT,L_Carnitine,Liquid,4,1,High_Protein,-0.4,-2.8,5.4,10
Male,Under_25,170-180,78,23,Beginner,3-5_times,Strength_Training,Pre_Workout,Regular,8,4,High_Protein,0.3,-0.1,8,10
Male,25-35,150-160,45,17,Advanced,3-5_times,HIIT,Pre_Workout,Regular,8,4,Vegan,-0.3,-0.1,17.7,10
Male,Under_25,170-180,64,22,Intermediate,3-5_times,Strength_Training,Energy_Drink,Sugar,7,5,High_Protein,0.1,-0.1,5.1,8.7
Male,Under_25,160-170,73,22,Beginner,3-5_times,Strength_Training,BCAA,Whey_Based,4,2,Low_Carb,0.2,-0.2,3.2,7.5
Male,Under_25,180-190,86,22,Intermediate,3-5_times,Strength_Training,Creatine,Monohydrate,4,6,High_Protein,8.4,-0.1,13.9,10
Male,Under_25,170-180,75,13,Intermediate,Less_than_3,HIIT,Whey_Protein,Concentrate,8,4,High_Protein,1.1,-1.2,4.8,9.7
Male,Under_25,170-180,78,22,Beginner,3-5_times,Flexibility,Pre_Workout,Regular,3,1,Low_Carb,0.4,0,1.4,8.4
Female,Over_35,160-170,71,24,Beginner,More_than_5,HIIT,BCAA,Whey_Based,6,3,Low_Carb,-0.3,-0.4,5.1,8.8
Female,Over_35,Above_190,94,31,Advanced,3-5_times,Flexibility,Whey_Protein,Isolate,6,5,Vegan,3.6,-0.9,2.7,9.1
Female,25-35,160-170,60,23,Beginner,3-5_times,Flexibility,Creatine,Monohydrate,8,1,High_Protein,2.1,0,3.7,9.7
Female,25-35,170-180,78,28,Intermediate,3-5_times,Endurance,Pre_Workout,Caffeine_Free,7,5,Regular,-0.4,-0.3,11.6,10
Female,Under_25,170-180,78,18,Intermediate,More_than_5,Strength_Training,Pre_Workout,Regular,3,1,Vegan,0.3,0,12.7,10
Female,25-35,170-180,65,28,Intermediate,More_than_5,Strength_Training,Energy_Drink,Sugar_Free,3,4,High_Protein,0.8,0,8.1,10
Female,25-35,180-190,86,31,Advanced,Less_than_3,Strength_Training,Whey_Protein,Concentrate,3,2,Vegan,3.5,-1.6,6.4,10
Male,25-35,170-180,82,22,Beginner,Less_than_3,HIIT,Whey_Protein,Concentrate,4,7,Low_Carb,0.4,-0.9,2.8,9.9
Female,Over_35,160-170,59,34,Intermediate,3-5_times,Endurance,Whey_Protein,Concentrate,3,1,Regular,2,-0.6,4.1,10
Male,25-35,170-180,78,19,Beginner,Less_than_3,HIIT,Creatine,Monohydrate,3,2,High_Protein,0.9,-0.2,5.8,10
Female,Under_25,160-170,63,21,Intermediate,3-5_times,Endurance,Whey_Protein,Concentrate,7,7,Regular,0.6,-0.8,6.5,9.9
Female,Under_25,160-170,68,25,Intermediate,Less_than_3,Strength_Training,Whey_Protein,Concentrate,7,6,Low_Carb,2.9,-0.8,4.7,10
Female,Under_25,170-180,75,24,Beginner,More_than_5,HIIT,BCAA,Whey_Based,5,1,Regular,-0.3,-0.5,5,9.1
Female,25-35,160-170,73,31,Beginner,3-5_times,Endurance,Whey_Protein,Isolate,8,2,Regular,0.9,-1.1,3.9,9.8
Male,Under_25,150-160,49,16,Intermediate,3-5_times,Endurance,Creatine,Monohydrate,6,3,High_Protein,2,-0.2,11,10
Female,Under_25,170-180,70,19,Intermediate,Less_than_3,Strength_Training,BCAA,Whey_Based,8,5,High_Protein,0.3,-0.2,3.4,7.2
Male,25-35,150-160,62,27,Beginner,More_than_5,Strength_Training,Whey_Protein,Concentrate,3,1,High_Protein,4.7,-0.8,6.9,10
Female,Under_25,150-160,51,27,Beginner,3-5_times,Strength_Training,Fish_Oil,Algae_DHA,3,4,High_Protein,0.2,-0.4,0.8,7.6
Male,Under_25,170-180,79,23,Advanced,Less_than_3,HIIT,Multivitamin,Standard,7,1,Regular,-0.5,-0.2,3.4,6.6
Male,Under_25,180-190,76,17,Beginner,3-5_times,HIIT,Creatine,Monohydrate,6,3,Regular,0.7,-0.2,5.9,10
Female,25-35,160-170,70,27,Intermediate,Less_than_3,Strength_Training,Whey_Protein,Concentrate,4,5,High_Protein,4.2,-1,4.6,10
Male,25-35,160-170,58,24,Beginner,3-5_times,Strength_Training,Whey_Protein,Hydrolyzed,7,6,Regular,3.5,-1.3,4.2,10
Female,Under_25,180-190,81,21,Intermediate,3-5_times,HIIT,Creatine,Monohydrate,8,7,Low_Carb,1.7,-0.2,11.8,10
Male,Under_25,170-180,73,12,Intermediate,Less_than_3,Strength_Training,Multivitamin,Standard,4,4,Regular,0.1,0.1,2.1,6
Male,Under_25,170-180,70,22,Beginner,3-5_times,HIIT,Creatine,HCL,7,4,High_Protein,1.7,-0.1,6.6,10
Male,Under_25,170-180,60,22,Beginner,Less_than_3,Endurance,BCAA,Vegan,6,7,Vegan,-0.4,-0.5,2.5,8.7
Male,Under_25,160-170,74,15,Intermediate,3-5_times,Flexibility,L_Carnitine,Capsule,5,3,High_Protein,0.1,-3,2.5,8.8
Male,25-35,170-180,73,24,Beginner,3-5_times,Endurance,Whey_Protein,Isolate,8,4,High_Protein,1.2,-0.7,4,10
Male,25-35,170-180,69,24,Beginner,Less_than_3,HIIT,Pre_Workout,Regular,6,1,Regular,-0.4,-0.2,6.5,9.6
Female,25-35,180-190,83,21,Intermediate,3-5_times,Strength_Training,Creatine,Monohydrate,6,1,Vegan,6.3,0.2,13.4,10
Male,25-35,160-170,60,23,Beginner,More_than_5,Strength_Training,Whey_Protein,Isolate,6,1,Regular,5.2,-1.1,5.8,10
Male,25-35,170-180,84,22,Beginner,3-5_times,Strength_Training,Energy_Drink,Sugar_Free,4,5,High_Protein,0.4,-0.1,4.6,9.3
Male,Under_25,150-160,55,21,Intermediate,3-5_times,HIIT,Pre_Workout,Caffeine_Free,7,2,Regular,-0.1,-0.2,10.7,10
Female,25-35,170-180,70,23,Intermediate,More_than_5,Flexibility,BCAA,Vegan,3,1,Regular,0.1,-0.4,2.6,7
Male,Over_35,150-160,60,25,Beginner,3-5_times,Strength_Training,Creatine,HCL,5,3,High_Protein,5.1,-0.1,9.7,10
Male,Under_25,170-180,77,18,Intermediate,Less_than_3,Strength_Training,Pre_Workout,Regular,7,1,High_Protein,0.5,0.1,9.9,10
Male,Under_25,180-190,81,17,Intermediate,Less_than_3,Flexibility,BCAA,Vegan,4,6,Regular,0.2,-0.2,1.4,7.9
Female,Under_25,180-190,92,23,Advanced,More_than_5,Flexibility,Creatine,Monohydrate,6,6,Regular,4.5,0.1,6.9,10
Female,Under_25,160-170,74,21,Beginner,3-5_times,Flexibility,Creatine,HCL,6,4,Low_Carb,1.7,-0.1,4.8,10
Male,Over_35,180-190,76,29,Beginner,3-5_times,Strength_Training,Multivitamin,Standard,5,1,Vegan,0,0,2.3,6.9
Male,25-35,160-170,55,16,Advanced,3-5_times,Endurance,Whey_Protein,Concentrate,5,6,High_Protein,3.1,-1,6.2,9.9
Male,Over_35,170-180,80,29,Advanced,3-5_times,Strength_Training,Creatine,HCL,8,5,High_Protein,10.6,-0.1,19.7,10
Female,25-35,Above_190,89,27,Intermediate,Less_than_3,Strength_Training,L_Carnitine,Capsule,4,5,High_Protein,-0.1,-1.2,3,9
Male,Under_25,180-190,91,16,Advanced,Less_than_3,HIIT,Energy_Drink,Sugar_Free,7,5,Regular,0.1,-0.3,4,8.2
Female,25-35,150-160,55,27,Intermediate,Less_than_3,Strength_Training,BCAA,Whey_Based,7,4,Regular,0.6,-0.3,3,7.8
Male,25-35,170-180,73,24,Advanced,More_than_5,Endurance,Whey_Protein,Concentrate,4,5,Regular,4.2,-1.5,8.1,10
Female,25-35,170-180,82,20,Beginner,3-5_times,HIIT,Whey_Protein,Concentrate,6,3,High_Protein,1,-1.1,5.8,10
Male,25-35,150-160,59,17,Beginner,More_than_5,Strength_Training,Creatine,Monohydrate,8,6,Low_Carb,4.3,0,9.5,10
Male,25-35,150-160,60,16,Advanced,More_than_5,Strength_Training,BCAA,Whey_Based,3,4,Regular,1.3,-0.6,7.4,9.6
Male,Under_25,170-180,80,21,Intermediate,3-5_times,Flexibility,Whey_Protein,Isolate,4,6,Regular,2,-0.9,2.4,8.2
Male,Under_25,160-170,55,12,Advanced,Less_than_3,HIIT,Creatine,Monohydrate,4,1,Regular,1.3,-0.3,8.2,10
Male,25-35,180-190,74,15,Intermediate,3-5_times,HIIT,Fish_Oil,Deep_Sea,5,4,Vegan,-0.2,-1.5,3.2,8.3
Male,25-35,150-160,49,26,Beginner,3-5_times,Strength_Training,Whey_Protein,Concentrate,3,2,Regular,4,-1.2,4.4,10
Female,25-35,180-190,85,30,Beginner,Less_than_3,Strength_Training,Multivitamin,Standard,3,5,High_Protein,-0.1,0.2,1.9,6
Male,25-35,160-170,58,19,Beginner,3-5_times,HIIT,BCAA,Vegan,3,5,Low_Carb,0.2,-0.4,2.6,8.7
Male,Over_35,Above_190,83,19,Beginner,3-5_times,Strength_Training,Whey_Protein,Concentrate,8,4,High_Protein,3.7,-1,4.5,10
Female,25-35,180-190,70,26,Intermediate,3-5_times,Endurance,Whey_Protein,Concentrate,6,7,High_Protein,2.1,-1.2,6,9.9
Male,25-35,180-190,90,19,Intermediate,3-5_times,Flexibility,Pre_Workout,Caffeine_Free,5,5,Regular,0.4,-0.1,6.3,9.8
Male,Under_25,Above_190,83,18,Intermediate,Less_than_3,Strength_Training,Creatine,Monohydrate,3,2,Regular,4.2,0,7.2,10
Male,25-35,160-170,58,22,Advanced,3-5_times,Strength_Training,Whey_Protein,Hydrolyzed,8,1,Regular,5.5,-2.3,10.4,10
Male,Under_25,170-180,71,14,Advanced,Less_than_3,HIIT,Multivitamin,Standard,7,2,Regular,-0.1,-0.1,3,6.5
Male,25-35,170-180,79,25,Advanced,More_than_5,Strength_Training,Whey_Protein,Concentrate,5,7,Vegan,7.4,-2.6,7.2,10
Female,Under_25,180-190,89,25,Beginner,3-5_times,HIIT,Whey_Protein,Isolate,4,4,Regular,1.2,-1.2,4.3,9
Male,25-35,180-190,89,27,Intermediate,More_than_5,Flexibility,Creatine,Monohydrate,7,5,Low_Carb,3.5,0,6,10
Female,Under_25,170-180,74,20,Intermediate,More_than_5,Strength_Training,BCAA,Whey_Based,8,2,High_Protein,0.9,-0.2,7.3,8.9
Female,Over_35,170-180,82,26,Beginner,3-5_times,Strength_Training,Creatine,Monohydrate,8,1,Low_Carb,4.1,0,5.3,10
Female,25-35,170-180,71,24,Intermediate,3-5_times,Strength_Training,Creatine,HCL,5,7,Regular,5.4,0.1,14.2,10
Male,25-35,170-180,70,18,Intermediate,3-5_times,Endurance,Whey_Protein,Isolate,3,4,High_Protein,1.5,-1.2,6.4,10
Female,Under_25,170-180,64,18,Beginner,3-5_times,Strength_Training,Creatine,Monohydrate,4,6,Low_Carb,2.5,0,10,10
Female,25-35,160-170,64,22,Intermediate,More_than_5,Endurance,Whey_Protein,Concentrate,5,3,Regular,3.5,-1.5,7.4,10
Female,Under_25,170-180,71,23,Beginner,3-5_times,HIIT,Fish_Oil,Deep_Sea,3,5,Regular,-0.7,-1.1,1.8,8.7
Female,Under_25,Above_190,108,28,Intermediate,3-5_times,Strength_Training,Pre_Workout,Regular,7,7,Regular,-0.1,0,12.5,10
Male,25-35,180-190,83,24,Intermediate,More_than_5,Strength_Training,BCAA,Whey_Based,4,4,Regular,0.4,-0.5,8,9.7
Female,Under_25,160-170,65,24,Beginner,3-5_times,Strength_Training,BCAA,Whey_Based,8,7,High_Protein,1,-0.3,3.7,8.1
Male,25-35,170-180,63,26,Intermediate,More_than_5,HIIT,Whey_Protein,Hydrolyzed,7,4,Regular,2.1,-2.5,7.4,10
Female,25-35,160-170,50,21,Beginner,3-5_times,Strength_Training,Creatine,Monohydrate,6,3,High_Protein,4.8,-0.1,8.5,10
Female,25-35,170-180,72,24,Advanced,3-5_times,Strength_Training,Whey_Protein,Concentrate,5,4,Regular,5,-2.3,7.6,10
Male,25-35,170-180,63,19,Intermediate,Less_than_3,Strength_Training,Creatine,Monohydrate,6,5,Regular,3.8,0.1,7.9,10
Male,Over_35,170-180,79,19,Beginner,Less_than_3,Strength_Training,BCAA,Whey_Based,4,2,High_Protein,0.4,0,2.6,8.6
Male,Under_25,180-190,90,24,Beginner,3-5_times,Endurance,Whey_Protein,Hydrolyzed,3,2,Regular,1,-0.6,3.8,9.1
Male,Under_25,170-180,75,23,Beginner,Less_than_3,Strength_Training,Energy_Drink,Sugar,5,6,Regular,0.3,0.1,2.4,8.3
Female,25-35,170-180,63,29,Beginner,3-5_times,Strength_Training,Whey_Protein,Isolate,8,6,Regular,3.5,-1,4,10
Female,Under_25,170-180,72,26,Intermediate,3-5_times,Endurance,Whey_Protein,Concentrate,7,3,Low_Carb,1.2,-0.8,5.4,10
Female,25-35,180-190,85,23,Intermediate,3-5_times,Endurance,Creatine,Monohydrate,4,6,Regular,3,-0.3,7.5,10
Male,Under_25,180-190,93,14,Intermediate,3-5_times,HIIT,L_Carnitine,Liquid,6,7,Low_Carb,-0.5,-3.3,7.4,10
Male,Under_25,170-180,76,24,Intermediate,Less_than_3,Strength_Training,Whey_Protein,Isolate,4,7,Low_Carb,2.5,-0.8,4.8,10
Male,Over_35,180-190,84,26,Beginner,Less_than_3,HIIT,Whey_Protein,Isolate,3,3,Low_Carb,0.9,-0.7,3.3,9.9
Female,Under_25,180-190,80,19,Intermediate,3-5_times,Strength_Training,Whey_Protein,Concentrate,4,6,Low_Carb,3.5,-1.6,7.6,10
Male,25-35,180-190,94,21,Beginner,More_than_5,Strength_Training,BCAA,Whey_Based,7,1,High_Protein,0.9,-0.2,5.7,9.2
Male,25-35,180-190,77,16,Intermediate,More_than_5,Strength_Training,Whey_Protein,Hydrolyzed,3,2,Regular,6.5,-1.7,7.5,10
